user_id,business_id,stars,user_idx,business_idx
wmqsehbFirZPlAluJUakeQ,jziliEq8Zum-EynD5v-Hvg,3.0,10515,666
AaxOPcYBb5EO4NppDrCG0w,cGX-1IUwXOjkUqZbkKYcjw,5.0,1959,545
Sg_BvnTHsbc1AABiJjaiPA,YN4Kk751tmdvoarGo8z7_A,3.0,5138,470
FUUEU3ZN5cL1nNNR2AYZuw,6x9hcZ1CJ4S9avBgPGS7-Q,3.0,2827,115
aFyEZ0Iv8ZaNHNULMPgOsw,E_h2yNoagLK-3ODYwMPErw,5.0,6622,209
OdUVSpgTyTAsx0U8oZ-NbQ,Iyopb5uFIBT_HOgp8ipSfw,3.0,4395,272
Ny8VQEuYr-zOPs996yuByw,b0YICdDCw8Ck6hJPc1Z5HQ,4.0,4267,524
U_i-OlMMI-zc6cE7jYnJNA,8j3blTZChklt3j89jxx0fw,4.0,5457,132
32STjUsg4y0odwGmmpVQ5w,j-qtdD55OLfSqfsWuQTDJg,3.0,699,649
0Uan1xYDCCrflv2_KipD7w,73UjNbSoQjQAOS45rcihFg,5.0,257,116
Wzri7ilDXMawJf-_Xhuq6Q,vF_QwGltBpVesMMGclzB9Q,4.0,5865,815
xPjUM83gUwSP7D8JKgBkvA,0o8k654DD4h8ywBOXP1GRA,5.0,10617,32
0xapSfoASxW3pozvAK_DIQ,IvAa7PvfOYl0xRML5W3ebg,5.0,339,270
fp9uTSoe74XLhY6HNsjEew,j6usntbtSzFyuwx4n2mn1g,4.0,7576,650
VERlHTAhClBWQYMYE3919A,73UjNbSoQjQAOS45rcihFg,4.0,5566,116
L8LoKsZ9zncFoqqf5RiYgA,0oSSjekU-3GR8gselReWnA,4.0,3795,33
CE0YzIGs6rWXQtGycNsdSg,_n539Sga7PCvHQs--a4qkA,4.0,2252,511
bxitx8H8uiggJyb_oYr2nQ,MlXH9dWYDFEBbwuGStlfZg,2.0,6921,330
xkT49MB-0ssh8laBVH05AQ,73UjNbSoQjQAOS45rcihFg,4.0,10690,116
lmcz6IjlRBmzyQ_FIIK7tA,j6usntbtSzFyuwx4n2mn1g,4.0,8592,650
t7oefFi5LM-UsK_jOKv1UA,cPDX2Y4H0fks-Qj5tfBduA,3.0,9868,547
au30JemWvCjjTp5vWdOLow,iUZEGx29miZObLd6_lt7Vg,4.0,6738,640
plaAwbdAV_kua1K2ztZHVw,YqmClmk7oLcDzPWKHzgA-Q,4.0,9297,476
j1wq3LHOjGqtFG0Y_aTpHg,hcxea89M_U__LADtu3C0kA,2.0,8146,629
3QnoTcrxuafMCoTzW_AH7A,8KBDQlSdjJ-NoLbpPvkOrw,4.0,773,129
gfSpMQbFl9icDbC0oh0rsA,-FMI0_EhMjwXaAgHVGuG2Q,3.0,7714,5
bNRCctEyV3RiLQ3saiUp0A,6ewV-e7-39oqYUq3yZuIyw,5.0,6815,114
_rkBxV-UTX_LW3JmnNneoQ,KyDcAU41QDQpYAFyK6Q6hg,5.0,6538,302
haebF6ELoYWkHcwODPPBmw,73UjNbSoQjQAOS45rcihFg,4.0,7883,116
gXpVmuIiaVJrskxQ0eDj3Q,qaDImxPguQz0jToNYvB1Eg,4.0,7690,756
wmOV_IMAulmzk6qkUnmOhg,GGgYoWnKOpRQ3S0Yl14uDw,3.0,10514,232
TQ6juzqghQ5akzbUoTBUdg,zRjUMHQJ5gAmFhcXZtLacA,5.0,5268,859
ODIC7LZW0TmD7Prv8rgsfg,YqmClmk7oLcDzPWKHzgA-Q,4.0,4303,476
nqHmFx837BIlsYNX5LsR4w,0oSSjekU-3GR8gselReWnA,5.0,8980,33
BgRhdl9PNVTkM7AKEgyv7w,MlXH9dWYDFEBbwuGStlfZg,4.0,2124,330
45KVUrw2m8RomU6lPpy7Qw,0ak-7uV9Nb7nF_l-mMCysA,3.0,869,29
YqjW3aqnM2fUyyDHYnuiiQ,Sv1MEZP-mMfp8SmE0hwYEA,5.0,6185,407
sQT4VOZUwpDqcnrPFibJfw,zRjUMHQJ5gAmFhcXZtLacA,3.0,9746,859
HwL0cUMC7-qghiAKBzMpXg,POuaebsAeCyNx-8qZ3O7XQ,3.0,3248,360
DuC2TFDgADG_V47FeOP8mQ,EzjysPg2-lVX1E0ibStUXw,5.0,2545,217
6WG2IGTVr-xKn0pYQZJGjw,vF_QwGltBpVesMMGclzB9Q,4.0,1300,815
Pb3RfkN90TdYeYdzjjLL7w,iUZEGx29miZObLd6_lt7Vg,5.0,4578,640
yEBHkmp0qGax6d-gk0Wr9A,_n539Sga7PCvHQs--a4qkA,4.0,10769,511
_AKKnLVR45aUGKPgZzEqtg,ohWH383r60AREWh-aphpSw,4.0,6417,720
KRS_0bUdbmhogb0Ou7LewA,YqmClmk7oLcDzPWKHzgA-Q,4.0,3693,476
7XBChm6YZZ62DBCHa7HCZw,0oSSjekU-3GR8gselReWnA,5.0,1462,33
zbtt4rw8-AZr0UgqcZaIZQ,73UjNbSoQjQAOS45rcihFg,4.0,11018,116
WuiEYopWZOWOuWQD87fVSw,of-GVqY0G_UDHXT9Xg_ADQ,4.0,5852,719
RdJ7Ykelg8w4y5FTmxjT8g,Iw8uqNPxviwcgxtruAx_LA,4.0,4940,271
RaSq7WPbxH7Dm5yfVBAgYw,cGX-1IUwXOjkUqZbkKYcjw,4.0,4934,545
GcdYgbaF75vj7RO6EZhPOQ,6x9hcZ1CJ4S9avBgPGS7-Q,4.0,3025,115
76dzq9rVZIMl_oEvAVickg,8j3blTZChklt3j89jxx0fw,4.0,1396,132
ALWSjow1qxW4SFFZ0ZNB6Q,hcxea89M_U__LADtu3C0kA,5.0,1918,629
0rZEWmL2rccd-N5VMzKLiQ,ktM6aYuzqWd-kA8SIWswiQ,3.0,315,678
vJ3YiIUVwhshFBpQDRJhPQ,ktM6aYuzqWd-kA8SIWswiQ,3.0,10249,678
vCDWbWnB7Lgg4X4ywhK0OQ,ADe114o7Z4vb1O6HkM6YEA,4.0,10221,155
hl812QcYcZ0cRP3Hxa52dA,7hpUoYdAVToZXwuPRgoqdA,5.0,7918,119
h8639WiBT3VO7ZdPxCyf0g,jziliEq8Zum-EynD5v-Hvg,4.0,7796,666
gcqtu-sFDVetEpVvfzCbiA,ADe114o7Z4vb1O6HkM6YEA,1.0,7707,155
P879d9DZ_pLQgMNIlfq5fw,iUZEGx29miZObLd6_lt7Vg,4.0,4494,640
mnrfIKvAUNsjg8CW7FaxsA,yeLtEpR34PtBeUFrDVbWFQ,2.0,8781,856
2OllQugbCFJTPuKD872ETA,TjwWB-ET-qmO2-8bfIHMig,2.0,591,417
6O0MxTs3Pzzj5cXSHgYmrw,YqmClmk7oLcDzPWKHzgA-Q,3.0,1273,476
URsrguDnJ3RsHceY3lo1tQ,73UjNbSoQjQAOS45rcihFg,2.0,5436,116
dOHsZ88NUZFqFhtXwB6zyg,cGX-1IUwXOjkUqZbkKYcjw,4.0,7180,545
HOkN9P5rGOLnUePfRhrBmw,cGX-1IUwXOjkUqZbkKYcjw,5.0,3167,545
6yVwWq8scrMJguMrI9aAkQ,ktM6aYuzqWd-kA8SIWswiQ,3.0,1375,678
2UameLAnnXpk4LcHARt7Nw,aUoMG97DMJG4nmwhT6z1zA,4.0,605,519
mTwPdIzvKe6ePVXjEu_GOw,Iw8uqNPxviwcgxtruAx_LA,5.0,8725,271
xV4jqNsCLvm7yFcDMvLoeQ,YqmClmk7oLcDzPWKHzgA-Q,2.0,10636,476
V9n2Qyr-dvNg00BwMWqquQ,vF_QwGltBpVesMMGclzB9Q,3.0,5556,815
a9Chw9obsfQznUmf8pNqRg,0oSSjekU-3GR8gselReWnA,4.0,6598,33
KnPrhgAtSuUEA4PYSLFDVg,Iw8uqNPxviwcgxtruAx_LA,4.0,3734,271
-dnERQYQCDVZFMMuh7bBDg,iUZEGx29miZObLd6_lt7Vg,4.0,103,640
AOFSRsOYMIgo3UGVobTd3Q,vF_QwGltBpVesMMGclzB9Q,3.0,1925,815
qESx3c9NOITAcXqTQjbOCQ,NYj8uB9-u0SmRMNDNktb1g,4.0,9379,342
GsXkW5mUsP_dZnuCSSLA-g,YqmClmk7oLcDzPWKHzgA-Q,1.0,3065,476
HBLDsdGpWd13cnu6hoeR5w,j-qtdD55OLfSqfsWuQTDJg,5.0,3123,649
dnShbR7nuFbfpvtS-UxTTQ,8j3blTZChklt3j89jxx0fw,3.0,7237,132
BdM7yv-6eitcHhIv17jndQ,qaDImxPguQz0jToNYvB1Eg,4.0,2110,756
6goQm14lgTleJyAv0-pd_w,-0TffRSXXIlBYVbb5AwfTg,3.0,1331,0
IKbjLnfBQtEyVzEu8CuOLg,YN4Kk751tmdvoarGo8z7_A,5.0,3320,470
CV8aQ9nTu4_1yKtd2D38hA,73UjNbSoQjQAOS45rcihFg,3.0,2301,116
HW-QgyCq4DzUQCFRaYn6Fg,S8ZFYEgMejpChID8tzKo9A,4.0,3187,396
FQ-zmWPEG_pjSQx6pt3Efw,7hpUoYdAVToZXwuPRgoqdA,5.0,2809,119
FoO5vOMb3_nKGmMiDUm8lA,6x9hcZ1CJ4S9avBgPGS7-Q,3.0,2876,115
slpyLHWsvPXwj1XPoyjugQ,gQCKrqkalAc--4cuW_C_Ow,5.0,9800,607
ecYnjzPv0B4hiBcE0K-png,Sv1MEZP-mMfp8SmE0hwYEA,3.0,7376,407
WDrVbBxsNZt-0ytEyUAaBg,Q9poenJ9SS3agpPo4Pgyyg,3.0,5727,370
TLcUXi2bn6v4hdB8X-M73w,LM54ufrINJWoTN5imV8Etw,5.0,5254,307
UJ7-OQWbBv6BMyE2nsZj8Q,KyDcAU41QDQpYAFyK6Q6hg,5.0,5403,302
4kjVKQhMJKdlasEkn_Nkxw,B08ELtRljjxnefQ3ayqUZg,5.0,982,165
IM3D-RlB19foUTlGVuhQpA,S8ZFYEgMejpChID8tzKo9A,5.0,3326,396
HnBTn3vTC34Zrzwnrr-uHQ,TunmRrfZb7bt53T6HJi4UQ,4.0,3223,419
n1dDZfXcqw2A3iNwU5xlzg,0K4RwxdAcViifyU3Htzxww,5.0,8820,21
OkjeFppodgJP_CvB84cJYw,YN4Kk751tmdvoarGo8z7_A,4.0,4419,470
mWamaq-Awy6tf7U4bCtT1A,j-qtdD55OLfSqfsWuQTDJg,3.0,8733,649
slpyLHWsvPXwj1XPoyjugQ,E_h2yNoagLK-3ODYwMPErw,5.0,9800,209
U7FKiS1eROsSzBg-7Ohr4Q,jziliEq8Zum-EynD5v-Hvg,2.0,5382,666
Zs8Zk3sgh5JxRmoZW4PJcg,hcxea89M_U__LADtu3C0kA,4.0,6370,629
y_uBHMh14ZrZ_gvQxxE1Gw,0K4RwxdAcViifyU3Htzxww,5.0,10847,21
xAWmRgn72zqpH9B79Tb5tw,8j3blTZChklt3j89jxx0fw,2.0,10578,132
1QyLAyQxOqu-KNCtw-oXWw,w55VlTgAoRXPnqFte3j9ew,4.0,430,830
hf1iA-xPXkdAM69J_8gfdA,0o8k654DD4h8ywBOXP1GRA,5.0,7900,32
SKxI6tAWAXFRZGBfZ5K3hg,E_h2yNoagLK-3ODYwMPErw,5.0,5078,209
M4HHEU4bsWeavdtDohbzNg,1fGaY2WlGv2l4as6UkMFrg,5.0,3945,49
v3jR1g-mGJVTTq7gurRN3A,Sv1MEZP-mMfp8SmE0hwYEA,5.0,10192,407
ums64-P-vHjknPEs484hsQ,S8ZFYEgMejpChID8tzKo9A,4.0,10144,396
Xun5uUMp2qvzm5tSB4ndgA,0oSSjekU-3GR8gselReWnA,5.0,6016,33
iM0ZCnX-2jLX98hyCFQqPA,iZNR8-rqsBL2afDk4Zxe8A,4.0,8016,642
jQF9CqbIfpQit9B0MAG4Wg,Sv1MEZP-mMfp8SmE0hwYEA,4.0,8209,407
iHSislm3HLyg0Znd-BPILw,IvAa7PvfOYl0xRML5W3ebg,1.0,8002,270
arsk282rNqIbJIhmc-I6Iw,vF_QwGltBpVesMMGclzB9Q,5.0,6733,815
Hbt9ZXjbvDdjhToWS8Idhw,EI2_OgANt1Mb_83cNnpPwg,3.0,3200,206
rvrQra7skIE0v-eHt2tXdg,9c7MUiE6VI8NesjPdj5FkA,4.0,9670,142
JOrDiXIgpb0sjtd7Cr3CdA,j-qtdD55OLfSqfsWuQTDJg,5.0,3506,649
JoG8VM2rDkJe1C8w-1SPWQ,cGX-1IUwXOjkUqZbkKYcjw,5.0,3582,545
Qk6t-57DkeSJlMaBa5bBTw,ohWH383r60AREWh-aphpSw,4.0,4775,720
x6erNzhuM_c7xW6PlqClIQ,jziliEq8Zum-EynD5v-Hvg,3.0,10572,666
PF6XfLREzkN396Q90XXbkg,ZVu9TDpTvIgCN8x6IY-KmA,4.0,4518,496
OHrl1xyCGSFp5lGSP2-6kg,EI2_OgANt1Mb_83cNnpPwg,4.0,4318,206
HE4jjkiFpR5d57L7WCtJVg,8j3blTZChklt3j89jxx0fw,3.0,3129,132
HHp96KPsroyYDAHOwo_VSg,j-qtdD55OLfSqfsWuQTDJg,4.0,3146,649
iXV4P8aiDaPzl7H_Owb6Ew,w55VlTgAoRXPnqFte3j9ew,5.0,8053,830
Wit0eJiHH4sIfmIlZezCNw,jHeT7dodT4fN1SD3QEFoAA,5.0,5818,655
vN9rAl1ixlni4YbB8E-Rrw,E_h2yNoagLK-3ODYwMPErw,5.0,10260,209
6-o0RdCSzhXTeszmls6EBQ,s2JiYzE7i68cXIV6YEcVTw,4.0,1211,776
zg6lm7DLKJArzFxLDILhwQ,Sv1MEZP-mMfp8SmE0hwYEA,4.0,11027,407
YgfPCJqTVNu8_58RZNH2vA,9c7MUiE6VI8NesjPdj5FkA,5.0,6158,142
55fCofuKVb7XP3newzmX3w,CYSPKiVdoPX3erovujnE9Q,4.0,1040,183
5CfRj0dIV1EPlarQ8oeh4w,0ak-7uV9Nb7nF_l-mMCysA,4.0,1056,29
PR7XS6OA-6ylu8sLGObUsQ,6x9hcZ1CJ4S9avBgPGS7-Q,4.0,4553,115
Q6h7l3gr7YByL-XhAeGP5g,ohWH383r60AREWh-aphpSw,3.0,4661,720
Bq-BIdYrWloJXq6v6v_iiA,j-qtdD55OLfSqfsWuQTDJg,3.0,2161,649
ZkiFNYl11aVg3SsonmJjTQ,yeLtEpR34PtBeUFrDVbWFQ,2.0,6348,856
AgDBaQX4uwKAKnF98tHvww,Iw8uqNPxviwcgxtruAx_LA,5.0,1971,271
TVN3qoXU0-sateboutdCZg,1fGaY2WlGv2l4as6UkMFrg,3.0,5287,49
aeyL3rRiBvD9mt_H8XBBNA,Iw8uqNPxviwcgxtruAx_LA,3.0,6693,271
nF-p2LxfYtkRrlz9NNrgOg,TjwWB-ET-qmO2-8bfIHMig,5.0,8857,417
m8ahac9alR2EppUAAU6myQ,qaDImxPguQz0jToNYvB1Eg,5.0,8659,756
aFft-D0CCy6Ik1L9Bj_cDw,jziliEq8Zum-EynD5v-Hvg,2.0,6620,666
W7QuR1vnC61o9-giPSJy1A,T8NWs6flR26edfhhwJNhNA,5.0,5716,408
5d2NEMr-mRpR6R20brqUEA,Al8y5FTs9tW5VsxTVy9ZMg,3.0,1132,160
zEiBxdUyz9SOUb02CpLrqQ,6x9hcZ1CJ4S9avBgPGS7-Q,5.0,10956,115
7usarUttVHHV3g4rTVqQ0w,Ldch7Nc5gaZrhcIRd7mcjw,2.0,1520,312
TXjftrkga70cDjJ9SG9MEw,YqmClmk7oLcDzPWKHzgA-Q,5.0,5291,476
2ojg5WZeDIiRBJbDloxbOA,_f3JQU6IXpGmTLaSqGy79g,4.0,655,509
HE4jjkiFpR5d57L7WCtJVg,Sv1MEZP-mMfp8SmE0hwYEA,5.0,3129,407
ei8X5pyCur3d0CGb5EbnFA,jziliEq8Zum-EynD5v-Hvg,4.0,7391,666
hHnzWvFZSM2kAF3w1LdThg,ldr7iDtxFXX-q7tJuXqlGQ,3.0,7818,689
O7sXHcAhrcn7XKAd-yMTSg,jziliEq8Zum-EynD5v-Hvg,4.0,4296,666
Ax7zkIzKn_56mImUGyWwNQ,iUZEGx29miZObLd6_lt7Vg,5.0,2010,640
NUtIAX-ygn474tDg5nmesg,TunmRrfZb7bt53T6HJi4UQ,1.0,4175,419
KSrQ-qr-dXCcJadevuS1RA,b0YICdDCw8Ck6hJPc1Z5HQ,5.0,3694,524
wMpgNA0xD4nHrq8WkFk8-Q,P2Lm1g_RztvIaH4daQsXoQ,4.0,10455,358
rcgseTUNEU9IOjJ4j92sxQ,73UjNbSoQjQAOS45rcihFg,5.0,9608,116
30aZleP9eGhkYTZlKgOaXg,aQhn4CcEJokY6ADxUbzTaQ,3.0,695,518
qfvbuGON_wS9qCKviOyolA,mf0OyZ6DX2iKUFIV9TqFRQ,4.0,9465,699
7wlG7YooB2AUZRyKnqEi1A,YqmClmk7oLcDzPWKHzgA-Q,5.0,1525,476
YOpTs5kYEXqraXcTI4c7cg,of-GVqY0G_UDHXT9Xg_ADQ,4.0,6112,719
-pfPBJzVB-EBwaFX8B59gQ,9c7MUiE6VI8NesjPdj5FkA,4.0,136,142
uPr3t2M-OykA8M_oro7j1A,b0YICdDCw8Ck6hJPc1Z5HQ,5.0,10092,524
_cgaflwgTtpo9eJHsqt-fA,0oSSjekU-3GR8gselReWnA,3.0,6502,33
ksd_fkf2SD75-Kv3PtUvCQ,0oSSjekU-3GR8gselReWnA,5.0,8447,33
baoFPkZw-utOSNBHii9LOg,j-qtdD55OLfSqfsWuQTDJg,4.0,6854,649
_O8IG8-JTtui3VZImBknjw,73UjNbSoQjQAOS45rcihFg,5.0,6452,116
9s-fxhyTKQTtSeTdqSbTHw,Al8y5FTs9tW5VsxTVy9ZMg,5.0,1837,160
hQjN1FuYaB4pQACZwfrclw,Iyopb5uFIBT_HOgp8ipSfw,4.0,7843,272
IpLRJY4CP3fXtlEd8Y4GFQ,YN4Kk751tmdvoarGo8z7_A,4.0,3413,470
bOei0iogihBsoGwcBlEvmA,Ldch7Nc5gaZrhcIRd7mcjw,4.0,6817,312
-g8Cl0OINIPcGf1gZsyjlw,YN4Kk751tmdvoarGo8z7_A,5.0,108,470
LCYl77iD88eboop87VaLiA,aUoMG97DMJG4nmwhT6z1zA,3.0,3805,519
qZwehAvS51R1AQygzR_9IA,yYG2XDKCaf5yOLgJSKMw6g,3.0,9440,855
qV-1hF9oBm1ViSTnm45pFA,6ewV-e7-39oqYUq3yZuIyw,2.0,9426,114
rJZuQtzwH4S_XTMgh0ZG3w,73UjNbSoQjQAOS45rcihFg,3.0,9553,116
_Eysff2hwHV6d6ps5jzoZw,73UjNbSoQjQAOS45rcihFg,5.0,6432,116
y3Wtx1pOvTiqsJRkjceXiw,4_-IcMpkF_sBRHomWZHNzA,5.0,10738,80
7gt5Lue__iRo4aFrH4POvw,L4kfcADLCU4T33i7Z0CkuA,4.0,1483,305
3BmUAVhPO7uuA5-C9QijEQ,-0TffRSXXIlBYVbb5AwfTg,5.0,729,0
UFlWa8XfqcCQF-QvKIFz2A,VwZ5NDbIu3elGQI6MzcXBA,5.0,5399,446
Nkn-VJud0IZitl6ijk4ZDg,GGgYoWnKOpRQ3S0Yl14uDw,3.0,4229,232
8TQ4QWrbS6nKvQAjvQMbug,ktM6aYuzqWd-kA8SIWswiQ,4.0,1619,678
qFWLqkfQ22X2ch38xEr3tw,zRjUMHQJ5gAmFhcXZtLacA,5.0,9381,859
CMZDABnxD44sGlCPekFu3w,IvAa7PvfOYl0xRML5W3ebg,5.0,2274,270
27M0B4ENG7sI-Z2gCuqANA,ldr7iDtxFXX-q7tJuXqlGQ,4.0,544,689
6UunqF-6SDRhN9Avx_Kh9w,0ak-7uV9Nb7nF_l-mMCysA,5.0,1295,29
2lFni8ituUYceQJPxlUy_w,Biidj3QszVuVO0Q85g5NPw,4.0,649,176
AlMhhsPLuSPtyxSegsCleQ,KyDcAU41QDQpYAFyK6Q6hg,5.0,1985,302
XkfnvonaC34N7vumff3Kag,cPDX2Y4H0fks-Qj5tfBduA,4.0,5991,547
ZdYHJ-hctaaDeH1CpP7-EA,1fGaY2WlGv2l4as6UkMFrg,4.0,6332,49
yxrDIW0b823PhQTZ0Q1KcA,S8ZFYEgMejpChID8tzKo9A,3.0,10907,396
9fDUis3hv0Bqm4DmxL0ZTg,8j3blTZChklt3j89jxx0fw,5.0,1804,132
4MYBcCUoyY3ZAF8ZMPIoHA,ADe114o7Z4vb1O6HkM6YEA,4.0,915,155
S4GiFI1If2FayzWWkbQCRw,8j3blTZChklt3j89jxx0fw,3.0,5031,132
BzkD13Tp6_l-gbDqbycdNQ,ILvJAuSP0sYWJKAQ-Goh4Q,5.0,2190,261
QNJooqXHJNzCqNyiR5iIpg,of-GVqY0G_UDHXT9Xg_ADQ,3.0,4700,719
4iRGLZ0pbCgI9zUefSlOiA,VwZ5NDbIu3elGQI6MzcXBA,4.0,974,446
y8aWXOimQ9ZgUgZ6q--nCQ,0K4RwxdAcViifyU3Htzxww,5.0,10750,21
1ru_YMhmSS8izmK6rVH9iQ,KyDcAU41QDQpYAFyK6Q6hg,3.0,493,302
H-svpbTpPs-07CkfVUSGyQ,9_B5sCqKBOKDAmYpByiFFg,4.0,3088,141
5jKScvMqxW_rzd0D8xgX1A,8KBDQlSdjJ-NoLbpPvkOrw,4.0,1149,129
lsYZlrgIoR6hTrzT-32rgQ,0PDe8TxXHoROxpu-jH8e6A,5.0,8610,23
89rD-wRrTSMDSlewnEuGww,j-qtdD55OLfSqfsWuQTDJg,4.0,1565,649
R8tUXyAK5_zo6ubE7AsDEA,j-qtdD55OLfSqfsWuQTDJg,3.0,4857,649
ZptGk-V-K-jWNm0O18PuQw,aUoMG97DMJG4nmwhT6z1zA,5.0,6362,519
Vy1GqxsjwjegS-A61o8KZQ,0oSSjekU-3GR8gselReWnA,4.0,5690,33
U1dP2OptDNV6gUkYSjvztg,S8ZFYEgMejpChID8tzKo9A,5.0,5367,396
6NvH_sRF2ktDk-XkCe9P_A,s2JiYzE7i68cXIV6YEcVTw,4.0,1272,776
viWkK6--5ChiN3hlZ8XqTg,aUoMG97DMJG4nmwhT6z1zA,4.0,10333,519
3n-8y4LckDDJC7MDLjX0GA,J36em-jyd2inHyXC20jtXA,4.0,820,275
88Ij88GMC7tcIegOicRdYA,vF_QwGltBpVesMMGclzB9Q,4.0,1563,815
yqpqFUXIkKBYP5QQ-5jZpA,L4kfcADLCU4T33i7Z0CkuA,3.0,10895,305
OvImQjJ8BidTG_h7e9ylRg,TunmRrfZb7bt53T6HJi4UQ,4.0,4453,419
Cxw6uLdgdqXAiEsStUblfQ,YqmClmk7oLcDzPWKHzgA-Q,2.0,2375,476
c4CDRASAWhb4otOPSmZiZw,j-qtdD55OLfSqfsWuQTDJg,5.0,6940,649
4X4C16S-3OQCNe3gnqkXlw,iUZEGx29miZObLd6_lt7Vg,4.0,943,640
8tPjrhUdQx1bno2BGEpUEw,0oSSjekU-3GR8gselReWnA,4.0,1670,33
r5OVX9n7PSNuGTc-fdbPYA,Sv1MEZP-mMfp8SmE0hwYEA,4.0,9524,407
wF-S7xTxP8WmBJUzyVFV6Q,8j3blTZChklt3j89jxx0fw,4.0,10436,132
Dn9WngLhC-utqIS07IlP2A,9c7MUiE6VI8NesjPdj5FkA,2.0,2529,142
45KVUrw2m8RomU6lPpy7Qw,cGX-1IUwXOjkUqZbkKYcjw,4.0,869,545
XM21v6YCStQ60r21bKqi5Q,ldr7iDtxFXX-q7tJuXqlGQ,5.0,5923,689
CcqpZkc5ngs88akzQ0rFHg,9c7MUiE6VI8NesjPdj5FkA,3.0,2324,142
DvP8pq7QzV11_0968ahxMQ,-0TffRSXXIlBYVbb5AwfTg,3.0,2552,0
tyGuADf5u4hs_LuWKpgqbQ,vF_QwGltBpVesMMGclzB9Q,4.0,10017,815
LuqruF50tuxH1YkEbK5Wuw,iUZEGx29miZObLd6_lt7Vg,3.0,3920,640
1bEllN7PwMVH10U0fXBZMg,j-qtdD55OLfSqfsWuQTDJg,4.0,461,649
WFP-b1Aep71xjS3TiGEC2Q,YN4Kk751tmdvoarGo8z7_A,4.0,5734,470
SYgVIFxAe0XWlcY1PPq_Gw,6ewV-e7-39oqYUq3yZuIyw,5.0,5115,114
xfkwKJdPZ2Sp6OgoHEB-AQ,1e1qCk-tKAkFn-or-o-h0A,4.0,10671,48
ECc6CX02FiVQnXUu5iJLvA,fEqiXG_B-fn__w0aeF3nBQ,5.0,2608,592
9GFQsyVuZpqLsv4rgX2Ojg,8KBDQlSdjJ-NoLbpPvkOrw,4.0,1743,129
eNxb0N6BGQXMYt9pC1IJqg,9c7MUiE6VI8NesjPdj5FkA,5.0,7339,142
YbqInST14K0lHLNW5RG3kw,0oSSjekU-3GR8gselReWnA,5.0,6144,33
jxF_DlVBewT4qA3MCNvygw,bffLbfi1IEAff5C2IHJvFA,5.0,8299,534
U_i-OlMMI-zc6cE7jYnJNA,ktM6aYuzqWd-kA8SIWswiQ,5.0,5457,678
v98WXw1EToiuPIxtE0aekQ,w55VlTgAoRXPnqFte3j9ew,3.0,10208,830
K97i0e7MaxYfvCCwPFMjuw,S8ZFYEgMejpChID8tzKo9A,5.0,3640,396
prXDn57VYaG8Fsk4OZslgA,Al8y5FTs9tW5VsxTVy9ZMg,3.0,9313,160
JQTrInBEFroObt_nTJpW3Q,0oSSjekU-3GR8gselReWnA,4.0,3514,33
hSBwDy6bQBUsW3M9_QZVIA,ktM6aYuzqWd-kA8SIWswiQ,4.0,7847,678
jqTa-RtGU26q3TFTmMZOAw,4_-IcMpkF_sBRHomWZHNzA,5.0,8281,80
zVe1jVmnHXJd1ysLVley6A,vF_QwGltBpVesMMGclzB9Q,5.0,10995,815
oFRwQNRXoo8NfZZbb3aX3Q,ldr7iDtxFXX-q7tJuXqlGQ,2.0,9052,689
DuaisxE1cLH9a8TAasTcuQ,CYSPKiVdoPX3erovujnE9Q,4.0,2547,183
fPlgbX8qVpqsjaVsRQtEcw,aUoMG97DMJG4nmwhT6z1zA,5.0,7512,519
4lXwcTkAaoZoO17y9eOljQ,9c7MUiE6VI8NesjPdj5FkA,4.0,985,142
yYejOVAGn-GUrgA0aeoAAw,iUZEGx29miZObLd6_lt7Vg,3.0,10841,640
STuXm6eI_lKJmLqlWUDD3w,mf0OyZ6DX2iKUFIV9TqFRQ,3.0,5105,699
NKeKoFBQfYUA0zNSZCrIzA,jziliEq8Zum-EynD5v-Hvg,4.0,4154,666
Rgf3LmaAm59puuS2q6rUQw,iUZEGx29miZObLd6_lt7Vg,2.0,4948,640
7XBChm6YZZ62DBCHa7HCZw,9c7MUiE6VI8NesjPdj5FkA,5.0,1462,142
G0Mu95b3NXx3EO7gw6B1Zw,QFZbe75u5146KeTF3ZmOhQ,4.0,2915,371
qrJ12rjlVj3AkNRB-EcEgg,Iw8uqNPxviwcgxtruAx_LA,3.0,9490,271
w0ZI7EYboJjUNTCFziIHXQ,gQCKrqkalAc--4cuW_C_Ow,5.0,10388,607
7nq09jiKpW9xw9J9iKUbpg,0oSSjekU-3GR8gselReWnA,5.0,1504,33
CE0YzIGs6rWXQtGycNsdSg,j-qtdD55OLfSqfsWuQTDJg,5.0,2252,649
DvP8pq7QzV11_0968ahxMQ,S8ZFYEgMejpChID8tzKo9A,4.0,2552,396
GbYlP6ny0pX80wZM4Jg-ZQ,ktM6aYuzqWd-kA8SIWswiQ,3.0,3022,678
IbSTw2c8ZBI3nUfmg5Bw4w,YN4Kk751tmdvoarGo8z7_A,5.0,3364,470
spkspIaGx9aj8wsnGOVnqA,oJxsRgj8Un9VAPXpaDuufA,1.0,9813,717
i9pHdGTNsm-Uh8dHDwKATw,CYSPKiVdoPX3erovujnE9Q,4.0,7980,183
gvzS-0QCR1CAgi1wDuuizg,cGX-1IUwXOjkUqZbkKYcjw,5.0,7753,545
